548.2456140350877,0,0.5252293117385257
629.7229219143577,0.4393147156092314,0.622
642.6735218508998,0.493,0.7017151334547163
660.5019815059445,0.5409145479948294,0.8370000000000001
678.42605156038,0.57,0.8772378629673493
699.3006993006993,0.5827700427168369,0.9009999999999999
721.5007215007215,0.59,0.9119355718038171
746.2686567164179,0.5944737468434174,0.917
773.9938080495356,0.598,0.9152166745632547
805.1529790660226,0.6020046446251052,0.9129999999999999
838.9261744966443,0.606,0.9136860190631387
875.6567425569177,0.6109550837422919,0.915
