501,50451;0,42058520942662786;0,46299999999999997
508,13008;0,446;0,5540422203506982
525,76236;0,532572039989233;0,779
540,54054;0,581;0,8492747181927323
559,91041;0,6021707290957589;0,892
580,72009;0,614;0,9034430701273581
604,59492;0,6209580506937652;0,909
631,31313;0,626;0,9107577715458778
661,37566;0,6311857484566954;0,912
695,41029;0,636;0,913803968385306
733,13783;0,6398460668723854;0,915
778,8162;0,644;0,9146528796261593
829,1874;0,6491428342415236;0,914
884,95575;0,655;0,9139527793507469
